data_document_id,data_document_filename,prod_name,doc_date,rev_num,raw_category,raw_cas,raw_chem_name,report_funcuse,raw_min_comp,raw_max_comp,unit_type,ingredient_rank,raw_central_comp,component
1496713,233G.pdf,233g wet-sol gro,02/15/2015,1,"non-ionic surfactant, spreader sticker, soil penetrant, adjuvant.",7440-50-8,copper,,0 , 0.1,3,2,,
1496714,235.pdf,235 wet-sol 99,02/15/2015,1,"non-ionic surfactant, spreader sticker, soil penetrant, adjuvant.",9016-45-9,"nonylphenol, ethoxylated",,60 , 100,3,1,,
1496715,238.pdf,"238 ultra supreme nlgi grades 1, 2 and 3",04/15/2015,1,extreme pressure lubricating grease.,,base oil(s)(*),,60 , 100,3,1,,
1496715,238.pdf,"238 ultra supreme nlgi grades 1, 2 and 3",04/15/2015,1,extreme pressure lubricating grease.,10101-89-0,"phosphoric acid, sodium salt, hydrate",,1,5,3,2,,
1496715,238.pdf,"238 ultra supreme nlgi grades 1, 2 and 3",04/15/2015,1,extreme pressure lubricating grease.,15890-25-2,"antimony, dialkyl dithiocarbamate",,1,5,3,3,,
1496715,238.pdf,"238 ultra supreme nlgi grades 1, 2 and 3",04/15/2015,1,extreme pressure lubricating grease.,68037-01-4,"1-decene, homopolymer, hydrogenated",,1,5,3,4,,
1496716,239S.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,68037-01-4,"dec-1-ene, homopolymer, hydrogenated dec-1-ene, oligomers, hydrogenated",,30 , 60,3,1,,
1496716,239S.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,8042-47-5,white mineral oil (petroleum),,1,5,3,2,,
1496716,239S.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,64742-65-0,"distillates (petroleum), solvent-dewaxed heavy paraffinic",,1,5,3,3,,
1496716,239S.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,64742-56-9,"distillates (petroleum), solvent-dewaxed light paraffinic",,1,5,3,4,,
1496716,239S.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,68649-42-3,"phosphorodithioic acid, o,o-di-c1-14-alkyl esters, zinc salts",,1,5,3,5,,
1496716,239S.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,74499-35-7,"phenol, (tetrapropenyl) deriva-tives",,0.1 , 1,3,6,,
1496716,239S.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,132752-19-3,"phenol, (tetrapropenyl) derivs., calcium salts",,0.1 , 1,3,7,,
1496717,239S020.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,68037-01-4,"dec-1-ene, homopolymer, hydrogenated dec-1-ene, oligomers, hydrogenated",,30 , 60,3,1,,
1496717,239S020.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,8042-47-5,white mineral oil (petroleum),,1,5,3,2,,
1496717,239S020.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,64742-65-0,"distillates (petroleum), solvent-dewaxed heavy paraffinic",,1,5,3,3,,
1496717,239S020.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,64742-56-9,"distillates (petroleum), solvent-dewaxed light paraffinic",,1,5,3,4,,
1496717,239S020.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,68649-42-3,"phosphorodithioic acid, o,o-di-c1-14-alkyl esters, zinc salts",,1,5,3,5,,
1496717,239S020.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,74499-35-7,"phenol, (tetrapropenyl) deriva-tives",,0.1 , 1,3,6,,
1496717,239S020.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,132752-19-3,"phenol, (tetrapropenyl) derivs., calcium salts",,0.1 , 1,3,7,,
1496718,239S1540.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,68037-01-4,"dec-1-ene, homopolymer, hydrogenated dec-1-ene, oligomers, hydrogenated",,30 , 60,3,1,,
1496718,239S1540.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,8042-47-5,white mineral oil (petroleum),,1,5,3,2,,
1496718,239S1540.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,64742-65-0,"distillates (petroleum), solvent-dewaxed heavy paraffinic",,1,5,3,3,,
1496718,239S1540.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,64742-56-9,"distillates (petroleum), solvent-dewaxed light paraffinic",,1,5,3,4,,
1496718,239S1540.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,68649-42-3,"phosphorodithioic acid, o,o-di-c1-14-alkyl esters, zinc salts",,1,5,3,5,,
1496718,239S1540.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,74499-35-7,"phenol, (tetrapropenyl) deriva-tives",,0.1 , 1,3,6,,
1496718,239S1540.pdf,"239s super lube supreme sae 10, 30, 50 and 60",04/30/2019,2,drive-train lubricant for construction equipment.,132752-19-3,"phenol, (tetrapropenyl) derivs., calcium salts",,0.1 , 1,3,7,,
1496719,240.pdf,240 extreme performance v-twin primary lube sae 30,03/15/2014,1,drive-train lubricant for construction equipment.,,base oil(s)(*),,60 , 100,3,1,,
1496719,240.pdf,240 extreme performance v-twin primary lube sae 30,03/15/2014,1,drive-train lubricant for construction equipment.,68037-01-4,"1-decene, homopolymer, hydrogenated",,60 , 100,3,2,,
1496719,240.pdf,240 extreme performance v-twin primary lube sae 30,03/15/2014,1,drive-train lubricant for construction equipment.,68649-42-3,zinc alkyldithiophosphate,,1,5,3,3,,
1496720,248.pdf,"248 moly syngard 2000 nlgi grades 1,2 and 3",06/15/2015,1,extreme pressure lubricating grease.,,base oil(s)(*),,60 , 100,3,1,,
1496720,248.pdf,"248 moly syngard 2000 nlgi grades 1,2 and 3",06/15/2015,1,extreme pressure lubricating grease.,15890-25-2,"antimony, dialkyl dithiocarbamate",,1,5,3,2,,
1496720,248.pdf,"248 moly syngard 2000 nlgi grades 1,2 and 3",06/15/2015,1,extreme pressure lubricating grease.,14808-60-7,"crystalline silica, quartz",,0.1 , 1,3,3,,
1496721,254.pdf,"254 htc supreme iso 22, 32, 46,68, 100,150, 220 and 320",04/15/2014,1,para-synthetic base hydraulic fluid and air compressor oil.,,base oil(s)(*),,60 , 100,3,1,,
1496721,254.pdf,"254 htc supreme iso 22, 32, 46,68, 100,150, 220 and 320",04/15/2014,1,para-synthetic base hydraulic fluid and air compressor oil.,68037-01-4,"1-decene, homopolymer, hydrogenated",,30 , 60,3,2,,
1496721,254.pdf,"254 htc supreme iso 22, 32, 46,68, 100,150, 220 and 320",04/15/2014,1,para-synthetic base hydraulic fluid and air compressor oil.,128-39-2,"2,6-di-tert-butylphenol",,0.1 , 1,3,3,,
1496722,260.pdf,"260 perma moly ep nlgi 1, 2, 3 and 5",05/15/2015,1,extreme pressure lubricating grease.,,base oil(s)(*),,60 , 100,3,1,,
1496722,260.pdf,"260 perma moly ep nlgi 1, 2, 3 and 5",05/15/2015,1,extreme pressure lubricating grease.,13463-67-7,titanium dioxide,,1,5,3,2,,
1496722,260.pdf,"260 perma moly ep nlgi 1, 2, 3 and 5",05/15/2015,1,extreme pressure lubricating grease.,14808-60-7,"crystalline silica, quartz",,0.1 , 1,3,3,,
1496722,260.pdf,"260 perma moly ep nlgi 1, 2, 3 and 5",05/15/2015,1,extreme pressure lubricating grease.,9006-04-6,"rubber, natural",,0.1 , 1,3,4,,
1496723,264.pdf,"264 pure synthetic hydraulic oil iso 32, 46, 68, 100, 150, 220, 320,460",06/15/2015,1,"synthetic lubricating oil for hydraulics, bearings and gears.",68037-01-4,"1-decene, homopolymer, hydrogenated",,60 , 100,3,1,,
1496724,265.pdf,265 glygo torque fluid,05/24/2015,1,glycol base fire resistant hydraulic fluid,111-46-6,diethylene glycol,,25,50,3,1,,
1496725,266.pdf,266 citrol (bulk),11/15/2014,1,citrus based water soluble degreaser.,94266-47-4,"citrus, ext.",,30 , 60,3,1,,
1496725,266.pdf,266 citrol (bulk),11/15/2014,1,citrus based water soluble degreaser.,111-76-2,2-butoxyethanol,,10 , 30,3,2,,
1496725,266.pdf,266 citrol (bulk),11/15/2014,1,citrus based water soluble degreaser.,68603-42-9,"amides, coco, n,n-bis(hydroxyethyl)",,5 , 10,3,3,,
1496725,266.pdf,266 citrol (bulk),11/15/2014,1,citrus based water soluble degreaser.,9016-45-9,"nonylphenol, ethoxylated",,1,5,3,4,,
1496725,266.pdf,266 citrol (bulk),11/15/2014,1,citrus based water soluble degreaser.,111-42-2,diethanolamine,,1,5,3,5,,
1496725,266.pdf,266 citrol (bulk),11/15/2014,1,citrus based water soluble degreaser.,1643-20-5,dodecyldimethylamine oxide,,0.1 , 1,3,6,,
1496727,266C.pdf,266c citrol,03/15/2016,1,citrus based water soluble degreaser.,94266-47-4,"citrus, ext.",,25 , 50,3,1,,
1496727,266C.pdf,266c citrol,03/15/2016,1,citrus based water soluble degreaser.,111-76-2,2-butoxyethanol,,10 , 15,3,2,,
1496727,266C.pdf,266c citrol,03/15/2016,1,citrus based water soluble degreaser.,68603-42-9,"amides, coco, n,n-bis(hydroxyethyl)",,5 , 10,3,3,,
1496727,266C.pdf,266c citrol,03/15/2016,1,citrus based water soluble degreaser.,111-42-2,"2,2'-iminodiethanol",,1 , 3,3,4,,
1496727,266C.pdf,266c citrol,03/15/2016,1,citrus based water soluble degreaser.,68002-97-1,"alcohols, c10-16, ethoxylated",,1 , 3,3,5,,
1496727,266C.pdf,266c citrol,03/15/2016,1,citrus based water soluble degreaser.,68439-46-3,"alcohols, c9-11, ethoxylated",,1 , 3,3,6,,
1496727,266C.pdf,266c citrol,03/15/2016,1,citrus based water soluble degreaser.,1643-20-5,dodecyldimethylamine oxide,,,,3,7,0.3,
1496728,266LV.pdf,266lv citrol low voc (bulk),05/15/2016,1,water soluble degreaser.,1356964-77-6,"9-decenamide, n,n-dimethyl-",,2 , 6,3,1,,
1496728,266LV.pdf,266lv citrol low voc (bulk),05/15/2016,1,water soluble degreaser.,5989-27-5,"(r)-p-mentha-1,8-diene",,1 , 3,3,2,,
1496728,266LV.pdf,266lv citrol low voc (bulk),05/15/2016,1,water soluble degreaser.,141-43-5,2-aminoethanol,,1 , 2.5,3,3,,
1496729,266LV_2.pdf,266lv citrol low voc (spray),05/15/2016,1,water soluble degreaser.,1356964-77-6,"9-decenamide, n,n-dimethyl-",,3 , 5,3,1,,
1496729,266LV_2.pdf,266lv citrol low voc (spray),05/15/2016,1,water soluble degreaser.,5989-27-5,"(r)-p-mentha-1,8-diene",,1 , 3,3,2,,
1496729,266LV_2.pdf,266lv citrol low voc (spray),05/15/2016,1,water soluble degreaser.,141-43-5,2-aminoethanol,,1 , 2.5,3,3,,
1496726,266_2.pdf,266 citrol (spray ),11/15/2014,1,"citrus based water soluble degreaser, aerosol form.",94266-47-4,"citrus, ext.",,30 , 60,3,1,,
1496726,266_2.pdf,266 citrol (spray ),11/15/2014,1,"citrus based water soluble degreaser, aerosol form.",111-76-2,2-butoxyethanol,,10 , 30,3,2,,
1496726,266_2.pdf,266 citrol (spray ),11/15/2014,1,"citrus based water soluble degreaser, aerosol form.",68603-42-9,"amides, coco, n,n-bis(hydroxyethyl)",,5 , 10,3,3,,
1496726,266_2.pdf,266 citrol (spray ),11/15/2014,1,"citrus based water soluble degreaser, aerosol form.",9016-45-9,"nonylphenol, ethoxylated",,1,5,3,4,,
1496726,266_2.pdf,266 citrol (spray ),11/15/2014,1,"citrus based water soluble degreaser, aerosol form.",111-42-2,diethanolamine,,1,5,3,5,,
1496726,266_2.pdf,266 citrol (spray ),11/15/2014,1,"citrus based water soluble degreaser, aerosol form.",1643-20-5,dodecyldimethylamine oxide,,0.1 , 1,3,6,,
1496726,266_2.pdf,266 citrol (spray ),11/15/2014,1,"citrus based water soluble degreaser, aerosol form.",74-98-6,propane,,5 , 10,3,7,,
1496726,266_2.pdf,266 citrol (spray ),11/15/2014,1,"citrus based water soluble degreaser, aerosol form.",75-28-5,isobutane,,5 , 10,3,8,,
1496730,267.pdf,"267 supreme gear lube sae 80w-90, iso 150 and 220",06/15/2015,1,extreme pressure gear lubricant.,,base oil(s)(*),,60 , 100,3,1,,
1496730,267.pdf,"267 supreme gear lube sae 80w-90, iso 150 and 220",06/15/2015,1,extreme pressure gear lubricant.,68037-01-4,"1-decene, homopolymer, hydrogenated",,10 , 30,3,2,,
1496730,267.pdf,"267 supreme gear lube sae 80w-90, iso 150 and 220",06/15/2015,1,extreme pressure gear lubricant.,-,long-chain alkyl amine,,0.1 , 1,3,3,,
1496730,267.pdf,"267 supreme gear lube sae 80w-90, iso 150 and 220",06/15/2015,1,extreme pressure gear lubricant.,-,long-chain alkenyl amine,,0.1 , 1,3,4,,
1496731,268.pdf,"267 supreme gear lube sae 80w-90, iso 150 and 220",06/15/2015,1,extreme pressure gear lubricant.,,base oil(s)(*),,60 , 100,3,1,,
1496731,268.pdf,"267 supreme gear lube sae 80w-90, iso 150 and 220",06/15/2015,1,extreme pressure gear lubricant.,68037-01-4,"1-decene, homopolymer, hydrogenated",,10 , 30,3,2,,
1496731,268.pdf,"267 supreme gear lube sae 80w-90, iso 150 and 220",06/15/2015,1,extreme pressure gear lubricant.,-,long-chain alkyl amine,,0.1 , 1,3,3,,
1496731,268.pdf,"267 supreme gear lube sae 80w-90, iso 150 and 220",06/15/2015,1,extreme pressure gear lubricant.,-,long-chain alkenyl amine,,0.1 , 1,3,4,,
1496732,269.pdf,"269 hydraulic oil h-1 iso 22, 32, 46, 68, 100, 150 and 220",06/15/2015,1,food grade hydraulic and compressor oil.,68037-01-4,"1-decene, homopolymer, hydrogenated",,60 , 100,3,1,,
1496733,271.pdf,"271 synthetic food grade grease h-1 nlgi 1, 2",12/8/2015,2,lubricating grease for food and feed processing equipment.,68037-01-4,"1-decene, homopolymer, hydrogenated",,10 , 30,3,1,,
1496733,271.pdf,"271 synthetic food grade grease h-1 nlgi 1, 2",12/8/2015,2,lubricating grease for food and feed processing equipment.,1314-13-2,zinc oxide,,1,5,3,2,,
1496733,271.pdf,"271 synthetic food grade grease h-1 nlgi 1, 2",12/8/2015,2,lubricating grease for food and feed processing equipment.,14808-60-7,"crystalline silica, quartz",,0.1 , 1,3,3,,
1496734,272.pdf,"271 synthetic food grade grease h-1 nlgi 1, 2",12/8/2015,2,lubricating grease for food and feed processing equipment.,68037-01-4,"1-decene, homopolymer, hydrogenated",,10 , 30,3,1,,
1496734,272.pdf,"271 synthetic food grade grease h-1 nlgi 1, 2",12/8/2015,2,lubricating grease for food and feed processing equipment.,1314-13-2,zinc oxide,,1,5,3,2,,
1496734,272.pdf,"271 synthetic food grade grease h-1 nlgi 1, 2",12/8/2015,2,lubricating grease for food and feed processing equipment.,14808-60-7,"crystalline silica, quartz",,0.1 , 1,3,3,,
1496735,274.pdf,"274 moly e.p. synthetic plus nlgi grades 00, 0, 1, and 2",04/15/2015,1,extreme pressure lubricating grease.,,base oil(s)(*),,60 , 100,3,1,,
1496735,274.pdf,"274 moly e.p. synthetic plus nlgi grades 00, 0, 1, and 2",04/15/2015,1,extreme pressure lubricating grease.,68037-01-4,"1-decene, homopolymer, hydrogenated",,30 , 60,3,2,,
1496735,274.pdf,"274 moly e.p. synthetic plus nlgi grades 00, 0, 1, and 2",04/15/2015,1,extreme pressure lubricating grease.,10101-89-0,"phosphoric acid, sodium salt, hydrate",,1,5,3,3,,
1496735,274.pdf,"274 moly e.p. synthetic plus nlgi grades 00, 0, 1, and 2",04/15/2015,1,extreme pressure lubricating grease.,15890-25-2,"antimony, dialkyl dithiocarbamate",,1,5,3,4,,
1496736,274M2.pdf,274m2 moly e.p. synthetic plus grease extra moly,04/15/2015,1,"para-synthetic, extreme pressure grease with extra moly (5%).",,base oil(s)(*),,60 , 100,3,1,,
1496736,274M2.pdf,274m2 moly e.p. synthetic plus grease extra moly,04/15/2015,1,"para-synthetic, extreme pressure grease with extra moly (5%).",68037-01-4,"1-decene, homopolymer, hydrogenated",,30 , 60,3,2,,
1496736,274M2.pdf,274m2 moly e.p. synthetic plus grease extra moly,04/15/2015,1,"para-synthetic, extreme pressure grease with extra moly (5%).",10101-89-0,"phosphoric acid, sodium salt, hydrate",,1,5,3,3,,
1496737,275S.pdf,"275s dilex supreme hydraulic fluid with dynavis iso 22, 32 and 46",03/01/2017,1,multi-grade anti-wear hydraulic fluid.,,base oil(s)(*),,60 , 100,3,1,,
1496737,275S.pdf,"275s dilex supreme hydraulic fluid with dynavis iso 22, 32 and 46",03/01/2017,1,multi-grade anti-wear hydraulic fluid.,68037-01-4,"1-decene, homopolymer, hydrogenated",,30,60,3,2,,
1496737,275S.pdf,"275s dilex supreme hydraulic fluid with dynavis iso 22, 32 and 46",03/01/2017,1,multi-grade anti-wear hydraulic fluid.,8042-47-5,white mineral oil (petroleum),,1,5,3,3,,
1496737,275S.pdf,"275s dilex supreme hydraulic fluid with dynavis iso 22, 32 and 46",03/01/2017,1,multi-grade anti-wear hydraulic fluid.,128-39-2,"2,6-di-tert-butylphenol",,0.1 , 1,3,4,,
1496738,275SW.pdf,"275s dilex supreme hydraulic fluid with dynavis iso 22, 32 and 46",06/15/2015,1,multi-grade anti-wear hydraulic fluid.,,base oil(s)(*),,60 , 100,3,1,,
1496738,275SW.pdf,"275s dilex supreme hydraulic fluid with dynavis iso 22, 32 and 46",06/15/2015,1,multi-grade anti-wear hydraulic fluid.,68037-01-4,"1-decene, homopolymer, hydrogenated",,60 , 100,3,2,,
1496738,275SW.pdf,"275s dilex supreme hydraulic fluid with dynavis iso 22, 32 and 46",06/15/2015,1,multi-grade anti-wear hydraulic fluid.,8042-47-5,white mineral oil (petroleum),,1,5,3,3,,
1496738,275SW.pdf,"275s dilex supreme hydraulic fluid with dynavis iso 22, 32 and 46",06/15/2015,1,multi-grade anti-wear hydraulic fluid.,128-39-2,"2,6-di-tert-butylphenol",,0.1 , 1,3,4,,
1496739,276.pdf,"276 synthetic food grade gear lube h-1 iso 100,150, 220, 320, 460, 680 and sae 90, 140",06/15/2015,1,food grade gear lubricant.,9003-29-6,"butene, homopolymer",,10 , 30,3,1,,
1496739,276.pdf,"276 synthetic food grade gear lube h-1 iso 100,150, 220, 320, 460, 680 and sae 90, 140",06/15/2015,1,food grade gear lubricant.,128-37-0,"2,6-di-tert-butyl-p-cresol",,0.1 , 1,3,2,,
1496740,278.pdf,278 polyurea grease,03/15/2016,1,extreme pressure lubricating grease.,,base oil(s)(*),,90 , 100,3,1,,
1496741,280.pdf,"280 food grade htc iso grades 22, 32, 46, 68 and 100",05/15/2015,1,food grade h-1 hydraulic oil.,,,,,,,,,
1496742,281.pdf,281 heat transfer oil,06/15/2014,1,"non-corrosive, non-fouling, heat transfer fluid.",,base oil(s)(*),,60 , 100,3,1,,
1496742,281.pdf,281 heat transfer oil,06/15/2014,1,"non-corrosive, non-fouling, heat transfer fluid.",68037-01-4,"1-decene, homopolymer, hydrogenated",,60 , 100,3,2,,
1496743,281A.pdf,281 heat transfer oil,06/15/2014,1,"non-corrosive, non-fouling, heat transfer fluid.",,base oil(s)(*),,60 , 100,3,1,,
1496743,281A.pdf,281 heat transfer oil,06/15/2014,1,"non-corrosive, non-fouling, heat transfer fluid.",68037-01-4,"1-decene, homopolymer, hydrogenated",,60 , 100,3,2,,
1496744,281S.pdf,281 heat transfer oil,06/15/2014,1,"non-corrosive, non-fouling, heat transfer fluid.",,base oil(s)(*),,60 , 100,3,1,,
1496744,281S.pdf,281 heat transfer oil,06/15/2014,1,"non-corrosive, non-fouling, heat transfer fluid.",68037-01-4,"1-decene, homopolymer, hydrogenated",,60 , 100,3,2,,
1496745,284.pdf,284 diesel hot line,11/15/2014,1,diesel fuel additive to dissolve gelled fuel.,178535-25-6,"benzene, ethylenated, residues, distn. lights",,60 , 100,3,1,,
1496745,284.pdf,284 diesel hot line,11/15/2014,1,diesel fuel additive to dissolve gelled fuel.,64742-94-5,"solvent naphtha (petroleum), heavy aromatic",,60 , 100,3,2,,
1496745,284.pdf,284 diesel hot line,11/15/2014,1,diesel fuel additive to dissolve gelled fuel.,67-63-0,isopropyl alcohol,,30 , 60,3,3,,
1496745,284.pdf,284 diesel hot line,11/15/2014,1,diesel fuel additive to dissolve gelled fuel.,102-25-0,"1,3,5-triethylbenzene",,10 , 30,3,4,,
1496745,284.pdf,284 diesel hot line,11/15/2014,1,diesel fuel additive to dissolve gelled fuel.,91-20-3,naphthalene,,1,5,3,5,,
1496745,284.pdf,284 diesel hot line,11/15/2014,1,diesel fuel additive to dissolve gelled fuel.,95-63-6,"1,2,4-trimethylbenzene",,1,5,3,6,,
1496747,286C.pdf,286c hi-temp grease with copper,05/15/2015,1,extreme pressure high temperature lubricating grease.,112945-52-5,"silica, amorphous, fumed, cryst.-free",,5 , 10,3,1,,
1496747,286C.pdf,286c hi-temp grease with copper,05/15/2015,1,extreme pressure high temperature lubricating grease.,7440-50-8,copper,,1,5,3,2,,
1496747,286C.pdf,286c hi-temp grease with copper,05/15/2015,1,extreme pressure high temperature lubricating grease.,756-79-6,dimethyl methylphosphonate,,1,5,3,3,,
1496748,287.pdf,287 food grade flushing agent,02/22/2017,1,food grade h-1 hydraulic oil.,,,,,,,,,
1496749,288.pdf,"288 htc extreme performance with dynavis iso 15, 22, 32, 46",06/15/2015,1,multi-grade anti-wear hydraulic fluid.,,base oil(s)(*),,60,100,3,1,,
1496749,288.pdf,"288 htc extreme performance with dynavis iso 15, 22, 32, 46",06/15/2015,1,multi-grade anti-wear hydraulic fluid.,68037-01-4,"1-decene, homopolymer, hydrogenated",,60,100,3,2,,
1496749,288.pdf,"288 htc extreme performance with dynavis iso 15, 22, 32, 46",06/15/2015,1,multi-grade anti-wear hydraulic fluid.,8042-47-5,white mineral oil (petroleum),,1,5,3,3,,
1496749,288.pdf,"288 htc extreme performance with dynavis iso 15, 22, 32, 46",06/15/2015,1,multi-grade anti-wear hydraulic fluid.,128-39-2,"2,6-di-tert-butylphenol",,0.1,1,3,4,,
1496750,288_2.pdf,288 htc extreme performance mehf iso 68 and 100,06/15/2015,1,multi-grade anti-wear hydraulic fluid.,,base oil(s)(*),,60,100,3,1,,
1496750,288_2.pdf,288 htc extreme performance mehf iso 68 and 100,06/15/2015,1,multi-grade anti-wear hydraulic fluid.,68037-01-4,"1-decene, homopolymer, hydrogenated",,60,100,3,2,,
1496750,288_2.pdf,288 htc extreme performance mehf iso 68 and 100,06/15/2015,1,multi-grade anti-wear hydraulic fluid.,8042-47-5,white mineral oil (petroleum),,1,5,3,3,,
1496750,288_2.pdf,288 htc extreme performance mehf iso 68 and 100,06/15/2015,1,multi-grade anti-wear hydraulic fluid.,128-39-2,"2,6-di-tert-butylphenol",,0.1,1,3,4,,
1496752,293.pdf,"293 supreme gear lube sae 75w-90, 80w-90 and iso 150, 220",04/15/2015,1,lubricant for enclosed gear drives and bearings.,,base oil(s)(*),,60 , 100,3,1,,
1496752,293.pdf,"293 supreme gear lube sae 75w-90, 80w-90 and iso 150, 220",04/15/2015,1,lubricant for enclosed gear drives and bearings.,68037-01-4,"1-decene, homopolymer, hydrogenated",,30 , 60,3,2,,
1496752,293.pdf,"293 supreme gear lube sae 75w-90, 80w-90 and iso 150, 220",04/15/2015,1,lubricant for enclosed gear drives and bearings.,-,long-chain alkyl amine,,0.1 , 1,3,3,,
1496752,293.pdf,"293 supreme gear lube sae 75w-90, 80w-90 and iso 150, 220",04/15/2015,1,lubricant for enclosed gear drives and bearings.,-,long-chain alkenyl amine,,0.1 , 1,3,4,,
1496753,2937590.pdf,"293 supreme gear lube sae 75w-90, 80w-90 and iso 150, 220",04/15/2015,1,lubricant for enclosed gear drives and bearings.,,base oil(s)(*),,60 , 100,3,1,,
1496753,2937590.pdf,"293 supreme gear lube sae 75w-90, 80w-90 and iso 150, 220",04/15/2015,1,lubricant for enclosed gear drives and bearings.,68037-01-4,"1-decene, homopolymer, hydrogenated",,30 , 60,3,2,,
1496753,2937590.pdf,"293 supreme gear lube sae 75w-90, 80w-90 and iso 150, 220",04/15/2015,1,lubricant for enclosed gear drives and bearings.,-,long-chain alkyl amine,,0.1 , 1,3,3,,
1496753,2937590.pdf,"293 supreme gear lube sae 75w-90, 80w-90 and iso 150, 220",04/15/2015,1,lubricant for enclosed gear drives and bearings.,-,long-chain alkenyl amine,,0.1 , 1,3,4,,
1496754,293A.pdf,"293 supreme gear lube sae 75w-90, 80w-90 and iso 150, 220",04/15/2015,1,lubricant for enclosed gear drives and bearings.,,base oil(s)(*),,60 , 100,3,1,,
1496754,293A.pdf,"293 supreme gear lube sae 75w-90, 80w-90 and iso 150, 220",04/15/2015,1,lubricant for enclosed gear drives and bearings.,68037-01-4,"1-decene, homopolymer, hydrogenated",,30 , 60,3,2,,
1496754,293A.pdf,"293 supreme gear lube sae 75w-90, 80w-90 and iso 150, 220",04/15/2015,1,lubricant for enclosed gear drives and bearings.,-,long-chain alkyl amine,,0.1 , 1,3,3,,
1496754,293A.pdf,"293 supreme gear lube sae 75w-90, 80w-90 and iso 150, 220",04/15/2015,1,lubricant for enclosed gear drives and bearings.,-,long-chain alkenyl amine,,0.1 , 1,3,4,,
1496755,294.pdf,"294 supreme gear lube sae 140, iso 320, 460, 680",04/15/2015,1,lubricant for enclosed gear drives and bearings.,,base oil (s)(*),,60,100,3,1,,
1496755,294.pdf,"294 supreme gear lube sae 140, iso 320, 460, 680",04/15/2015,1,lubricant for enclosed gear drives and bearings.,68037-01-4,"1-decene, homopolymer, hydrogenated",,30,60,3,2,,
1496755,294.pdf,"294 supreme gear lube sae 140, iso 320, 460, 680",04/15/2015,1,lubricant for enclosed gear drives and bearings.,-,long-chain alkyl amine,,0.1,1,3,3,,
1496755,294.pdf,"294 supreme gear lube sae 140, iso 320, 460, 680",04/15/2015,1,lubricant for enclosed gear drives and bearings.,-,long-chain alkenyl amine,,0.1,1,3,4,,
1496756,294A.pdf,"294 supreme gear lube sae 140, iso 320, 460, 680",04/15/2015,1,lubricant for enclosed gear drives and bearings.,,base oil (s)(*),,60,100,3,1,,
1496756,294A.pdf,"294 supreme gear lube sae 140, iso 320, 460, 680",04/15/2015,1,lubricant for enclosed gear drives and bearings.,68037-01-4,"1-decene, homopolymer, hydrogenated",,30,60,3,2,,
1496756,294A.pdf,"294 supreme gear lube sae 140, iso 320, 460, 680",04/15/2015,1,lubricant for enclosed gear drives and bearings.,-,long-chain alkyl amine,,0.1,1,3,3,,
1496756,294A.pdf,"294 supreme gear lube sae 140, iso 320, 460, 680",04/15/2015,1,lubricant for enclosed gear drives and bearings.,-,long-chain alkenyl amine,,0.1,1,3,4,,
1496757,298.pdf,298 smokeless hi-temp chain lube iso 68,06/15/2015,1,"synthetic lubricating oil for hydraulics, bearings and gears.",10101-89-0,"phosphoric acid, sodium salt, hydrate",,1,5,3,1,,
1496758,298A.pdf,298 smokeless hi-temp chain lube iso 68,06/15/2015,1,"synthetic lubricating oil for hydraulics, bearings and gears.",10101-89-0,"phosphoric acid, sodium salt, hydrate",,1,5,3,1,,
